ID	SubjectName	TrialID	TrialSequence	CountInTrial	StartTime	Length	PosX	PosY
15533	be26	0	1	57	26645	467	510.77584838867188	763.44830322265625
15534	be26	0	1	58	27129	183	634.58331298828125	765
15535	be26	0	1	59	27329	150	-200	0
15536	be26	0	1	60	27529	450	569.15179443359375	786.5714111328125
15537	be26	0	1	61	28012	267	478.89706420898438	818.88232421875
15538	be26	0	1	62	28296	250	439.609375	931
15539	be26	0	1	63	28896	533	463.10604858398438	343.69696044921875
15540	be26	0	1	64	29746	5420	403.69049072265625	349.71429443359375
15541	be26	0	1	65	35382	367	513.5325927734375	403.13043212890625
15542	be26	0	1	66	35766	667	467.256103515625	389.73171997070312
15543	be26	0	1	67	36450	433	589.72222900390625	398.48147583007812
15544	be26	0	1	68	36949	251	306.58334350585938	259.60000610351562
15545	be26	0	1	69	37216	717	622.52838134765625	403.84091186523438
15546	be26	0	1	70	37950	267	574.63232421875	393.4705810546875
15547	be26	0	1	71	38233	184	474.58334350585938	392.33334350585938
15548	be26	0	1	72	38450	183	704.89581298828125	188.25
15549	be26	0	1	73	38700	334	489.047607421875	182.19047546386719
15550	be26	0	1	74	39084	300	585.98681640625	185.26315307617188
15551	be26	0	1	75	39734	217	431.07144165039062	361.78570556640625
15552	be26	0	1	76	39967	717	471.53408813476562	391.52273559570312
15553	be26	0	1	77	40868	283	546.1805419921875	437.77777099609375
15554	be26	0	1	78	41168	167	617.15911865234375	440.27273559570312
15555	be26	0	1	79	41351	167	565.68182373046875	434
15556	be26	0	1	80	41652	200	480.76922607421875	368.4615478515625
15557	be26	0	1	81	42135	217	525.53570556640625	647
15558	be26	0	1	82	42402	167	451.25	765.727294921875
15559	be26	0	1	83	42719	416	527.1634521484375	757.84613037109375
15560	be26	0	1	84	43169	167	586.70452880859375	753.18182373046875
15561	be26	0	1	85	43352	150	634.625	755.70001220703125
15562	be26	0	1	86	43619	183	494.6875	511.16665649414062
15563	be26	0	1	87	43903	166	517.5	444.6363525390625
15564	be26	0	1	88	44086	167	568.18182373046875	438.3636474609375
15565	be26	0	1	89	44269	184	600.625	432.41665649414062
15566	be26	0	1	90	44469	367	467.9891357421875	434.82608032226562
15567	be26	0	1	91	44903	250	523.828125	403.375
15568	be26	0	1	92	45170	283	527.638916015625	490.16665649414062
15569	be26	0	1	93	45770	267	468.60293579101562	808.64703369140625
15570	be26	0	1	94	46053	184	436.45834350585938	793.83331298828125
15571	be26	0	1	95	46254	316	541.4375	791.70001220703125
15572	be26	0	1	96	46604	300	706.1842041015625	792.52630615234375
15573	be26	0	1	97	46920	534	547.65625	657.84375
15574	be26	0	1	98	47471	200	666.34613037109375	790
15575	be26	0	1	99	47688	233	624.25	769.20001220703125
15576	be26	0	1	100	48221	200	526.73077392578125	447.07693481445312
15577	be26	0	1	101	48438	167	520.68182373046875	411.3636474609375
15578	be26	0	1	102	48671	550	614.88970947265625	405.85293579101562
15579	be26	0	1	103	49238	200	647.8846435546875	403.92306518554688
15580	be26	0	1	104	49455	217	587.41070556640625	400.42855834960938
15581	be26	0	1	105	49722	266	606.76470947265625	769.29412841796875
15582	be26	0	1	106	50005	150	645.625	768.20001220703125
15583	be26	0	1	107	50172	317	516.6875	756.1500244140625
15584	be26	0	1	108	50539	300	542.96051025390625	392.26315307617188
15585	be26	0	1	109	50855	167	542.272705078125	417.72726440429688
15586	be26	0	1	110	51072	300	625.32891845703125	431.368408203125
15587	be26	0	1	111	51422	317	541.125	414.39999389648438
15588	be26	0	1	112	51773	316	657.875	776.8499755859375
15589	be26	0	1	113	52123	317	739.75	793.79998779296875
15590	be26	0	1	114	52556	317	552.3125	248.64999389648438
15591	be26	0	1	115	52906	301	608.35528564453125	198.42105102539063
15592	be26	0	1	116	53307	216	701.16070556640625	815.78570556640625
15593	be26	0	1	117	53824	200	569.23077392578125	790.4615478515625
15594	be26	0	1	118	54040	184	680.3125	790
15595	be26	0	1	119	54274	350	761.022705078125	798.81817626953125
15596	be26	0	1	120	54657	200	563.75	795.3846435546875
15597	be26	0	1	121	55374	234	955.91668701171875	192.39999389648438
15598	be26	0	1	122	55674	200	580.76922607421875	733.76922607421875
15599	be26	0	1	123	55908	150	559.875	526
15600	be26	0	1	124	56074	251	541.171875	462.375
15601	be26	0	1	125	56341	300	432.76315307617188	414.21054077148438
15602	be26	0	1	126	56791	217	345	337.85714721679688
15603	be26	0	1	127	57092	150	448.25	426
15604	be26	0	1	128	57275	284	493.54165649414062	469.5555419921875
15605	be26	0	1	129	57609	200	416.63461303710938	393.30767822265625
15606	be26	0	1	130	57892	300	569.67108154296875	473.73684692382812
15607	be26	0	1	131	58209	350	337.89773559570312	396.81817626953125
15608	be26	0	1	132	58576	233	619	505.66665649414062
15609	be26	0	1	133	59159	384	458.59375	493.29165649414062
15610	be26	0	1	134	59743	183	498.75	468.25
15611	be26	0	1	135	65095	167	677.6136474609375	474.18182373046875
15612	be26	0	1	136	65362	484	726.29168701171875	508.9666748046875
15613	be26	0	1	137	65862	167	558.6363525390625	512.6363525390625
15614	be26	0	1	138	66196	233	523.5	547.4000244140625
15615	be26	0	1	139	66479	300	583.9473876953125	544.84210205078125
15616	be26	0	1	140	66946	217	719.01788330078125	514.5
15617	be26	0	1	141	67179	234	560.66668701171875	514.5333251953125
15618	be26	0	1	142	67730	183	562.70831298828125	490.58334350585938
15619	be26	0	1	143	67930	200	603.076904296875	503.61538696289062
15620	be26	0	1	144	68163	217	581.4285888671875	428.85714721679688
15621	be26	0	1	145	68413	200	482.30767822265625	406.5384521484375
15622	be26	0	1	146	68630	350	501.1363525390625	370
15623	be26	0	1	147	69230	267	520.808837890625	360.58822631835938
15624	be26	0	1	148	69514	167	562.04547119140625	368.45455932617188
15625	be26	0	1	149	69697	467	592.80169677734375	488.0689697265625
15626	be26	0	1	150	70197	417	528.84613037109375	375.38461303710938
15627	be26	0	1	151	70764	167	436.25	362.18182373046875
15628	be26	0	1	152	71314	301	386.51315307617188	75.631576538085938
15629	be26	0	1	153	72015	267	593.23529052734375	506.64706420898438
15630	be26	0	1	154	72298	250	723.203125	514.875
15631	be26	0	1	155	72565	367	689.34783935546875	503.69564819335938
15632	be26	0	1	156	72948	300	266.51315307617188	319.05264282226562
15633	be26	0	1	157	73265	284	600.625	480.33334350585938
15634	be26	0	1	158	73582	183	676.77081298828125	485.25
15635	be26	0	1	159	73882	250	734.6875	499.75
15636	be26	0	1	160	74182	184	563.85418701171875	495.41665649414062
15637	be26	0	1	161	74382	567	521.6785888671875	498.62857055664062
15638	be26	0	1	162	74999	184	655.52081298828125	451.66665649414062
15639	be26	0	1	163	75383	283	590.41668701171875	407.77777099609375
15640	be26	0	1	164	75816	150	550.125	171.69999694824219
15641	be26	0	1	165	75983	250	410.078125	168.9375
15642	be26	0	1	166	76367	283	376.9444580078125	54.388889312744141
15643	be26	0	1	167	76700	167	447.3863525390625	82.545455932617188
15644	be26	0	1	168	76883	484	540.33331298828125	74.9000015258789
15645	be26	0	1	169	77384	183	401.25	94.333335876464844
15646	be26	0	1	170	77684	267	468.38235473632812	241.94117736816406
15647	be26	0	1	171	77967	684	450.59524536132812	204.61904907226563
15648	be26	0	1	172	78684	184	580.20831298828125	228.08332824707031
15649	be26	0	1	173	79084	317	499.5	803.29998779296875
15650	be26	0	1	174	79568	183	675	787.75
15651	be26	0	1	175	80085	433	426.75924682617188	782.8148193359375
15652	be26	0	1	176	80535	267	500	752.35296630859375
15653	be26	0	1	177	80835	300	579.07891845703125	540.89471435546875
15654	be26	0	1	178	81702	417	553.4615478515625	514.0384521484375
15655	be26	0	1	179	82169	317	478.1875	389.89999389648438
15656	be26	0	1	180	82503	266	512.7205810546875	338.941162109375
15657	be26	0	1	181	82803	300	723.22369384765625	309.368408203125
15658	be26	0	1	182	83153	367	463.75	200.2608642578125
15659	be26	0	1	183	83886	351	362.32955932617188	87.7727279663086
15660	be26	0	1	184	84270	283	442.36111450195312	94.277778625488281
15661	be26	0	1	185	84570	384	518.95831298828125	88.375
15662	be26	0	1	186	85004	250	585.078125	89.75
15663	be26	0	1	187	85270	234	544.08331298828125	86
15664	be26	0	1	188	85521	233	406	89.933334350585938
15665	be26	0	1	189	85804	167	565.68182373046875	97.909088134765625
15666	be26	0	1	190	86121	317	490.1875	187.25
15667	be26	0	1	191	86454	184	460.10415649414062	174.58332824707031
15668	be26	0	1	192	86721	167	418.06817626953125	228
15669	be26	0	1	193	86921	167	399.77273559570312	163.72727966308594
15670	be26	0	1	194	87105	350	491.53408813476562	150.5
15671	be26	0	1	195	87471	301	475.26315307617188	217.84210205078125
15672	be26	0	1	196	87788	217	434.01785278320312	214.85714721679688
15673	be26	0	1	197	88055	183	513.95831298828125	221.66667175292969
15674	be26	0	1	198	88255	267	580.441162109375	220.29411315917969
15675	be26	0	1	199	88538	367	422.0108642578125	201.91304016113281
15676	be26	0	1	200	88922	383	432.23959350585938	95.25
15677	be26	0	1	201	89439	533	461.81817626953125	398.06060791015625
15678	be26	0	1	202	95341	267	539.85296630859375	496.058837890625
15679	be26	0	1	203	95642	266	507.79412841796875	421.23529052734375
15680	be26	0	1	204	95925	200	483.75	399.75
15681	be26	0	1	205	96425	200	566.05767822265625	431.23077392578125
15682	be26	0	1	206	96675	367	504.45651245117188	370.478271484375
15683	be26	0	1	207	97226	300	481.381591796875	402.26315307617188
15684	be26	0	1	208	97559	367	625.4891357421875	511
15685	be26	0	1	209	97943	300	604.60528564453125	503.368408203125
15686	be26	0	1	210	98259	451	536.91961669921875	492.96429443359375
15687	be26	0	1	211	98843	284	473.26388549804688	94.055557250976562
15688	be26	0	1	212	99260	350	551.647705078125	74.863639831542969
15689	be26	0	1	213	99644	233	428.83334350585938	82.466667175292969
15690	be26	0	1	214	99943	401	496	198.55999755859375
15691	be26	0	1	215	100361	250	463.046875	195.6875
15692	be26	0	1	216	100627	184	565.9375	220.08332824707031
15693	be26	0	1	217	100911	217	640.26788330078125	171.57142639160156
15694	be26	0	1	218	101144	333	468.75	164.19047546386719
15695	be26	0	1	219	101561	383	529.58331298828125	83.625
15696	be26	0	1	220	102194	200	642.8846435546875	380.15383911132812
15697	be26	0	1	221	102445	183	710.9375	372.25
15698	be26	0	1	222	102762	500	554.3548583984375	323.22579956054688
15699	be26	0	1	223	103295	434	766.9444580078125	322.88888549804688
15700	be26	0	1	224	104012	200	620.673095703125	532.30767822265625
15701	be26	0	1	225	104329	650	703.75	505.75
15702	be26	0	1	226	104996	433	396.25	395.48147583007812
15703	be26	0	1	227	105446	284	546.388916015625	489.33334350585938
15704	be26	0	1	228	105946	334	745.41668701171875	502
15705	be26	0	1	229	106330	383	538.07293701171875	450.29165649414062
15706	be26	0	1	230	106897	750	631.08697509765625	488.93478393554688
15707	be26	0	1	231	107663	1434	736.72918701171875	505.26144409179688
15708	be26	0	1	232	109214	384	496.92709350585938	462.83334350585938
15709	be26	0	1	233	109664	217	570.26788330078125	467.35714721679688
15710	be26	0	1	234	109914	167	699.772705078125	492.45455932617188
15711	be26	0	1	235	110265	166	549.09088134765625	498.18182373046875
15712	be26	0	1	236	110448	233	560.75	475.86666870117188
15713	be26	0	1	237	110698	301	527.5	468.84210205078125
15714	be26	0	1	238	111032	350	539.147705078125	547.1363525390625
15715	be26	0	1	239	111398	317	591.6875	536.29998779296875
15716	be26	0	1	240	111765	184	570.20831298828125	605.33331298828125
15717	be26	0	1	241	111999	267	471.32351684570312	605.64703369140625
15718	be26	0	1	242	112549	167	617.727294921875	578.54547119140625
15719	be26	0	1	243	113333	216	472.76785278320312	344
15720	be26	0	1	244	113649	167	590.34088134765625	336.6363525390625
15721	be26	0	1	245	113866	167	517.84088134765625	562.90911865234375
15722	be26	0	1	246	114066	217	633.48211669921875	622.71429443359375
15723	be26	0	1	247	114566	251	542.265625	526.75
15724	be26	0	1	248	115317	150	503.375	404.39999389648438
15725	be26	0	1	249	115667	233	464.66665649414062	370.06668090820312
15726	be26	0	1	250	115950	284	684.375	374.0555419921875
15727	be26	0	1	251	116284	250	813.203125	359.875
15728	be26	0	1	252	116601	267	438.5294189453125	772.058837890625
15729	be26	0	1	253	116934	284	280.48611450195312	532.66668701171875
15730	be26	0	1	254	117234	317	550.1875	764.5999755859375
15731	be26	0	1	255	117601	183	660.41668701171875	790.33331298828125
15732	be26	0	1	256	117951	250	553.984375	435.3125
15733	be26	0	1	257	118235	267	565.07354736328125	795.5294189453125
15734	be26	0	1	258	118518	150	595	820.20001220703125
15735	be26	0	1	259	118685	200	683.4615478515625	836.923095703125
15736	be26	0	1	260	119085	184	434.47915649414062	916
15737	be26	0	1	261	119452	167	546.93182373046875	307.90908813476562
15738	be26	0	1	262	119635	184	555.41668701171875	221.25
15739	be26	0	1	263	119835	167	443.75	196.54545593261719
15740	be26	0	1	264	125088	250	595.078125	538.8125
15741	be26	0	1	265	125722	233	622.58331298828125	463.06668090820312
15742	be26	0	1	266	125971	234	716.91668701171875	499
15743	be26	0	1	267	126222	283	545.5555419921875	493.0555419921875
15744	be26	0	1	268	126672	233	496.08334350585938	454.93331909179688
15745	be26	0	1	269	126939	517	565.46875	464.375
15746	be26	0	1	270	127472	200	704.7115478515625	490.5384521484375
15747	be26	0	1	271	127722	450	532.9910888671875	464.39285278320312
15748	be26	0	1	272	128189	167	489.31817626953125	478.72726440429688
15749	be26	0	1	273	128372	201	447.2115478515625	470.76922607421875
15750	be26	0	1	274	128623	267	477.2794189453125	419.82351684570312
15751	be26	0	1	275	128923	250	561.953125	425.6875
15752	be26	0	1	276	129457	199	607.69232177734375	415.4615478515625
15753	be26	0	1	277	129673	200	568.94232177734375	417.84616088867188
15754	be26	0	1	278	129906	468	535.7327880859375	818.9310302734375
15755	be26	0	1	279	130390	350	444.43182373046875	802.40911865234375
15756	be26	0	1	280	130757	400	586.5999755859375	801.8800048828125
15757	be26	0	1	281	131207	217	680.1785888671875	800.78570556640625
15758	be26	0	1	282	131440	151	738.75	803.70001220703125
15759	be26	0	1	283	131857	351	558.46588134765625	835.95452880859375
15760	be26	0	1	284	132258	467	661.07757568359375	855.586181640625
15761	be26	0	1	285	132775	183	423.33334350585938	917.16668701171875
15762	be26	0	1	286	132974	151	-200	0
15763	be26	0	1	287	133191	434	426.57406616210938	811.70367431640625
15764	be26	0	1	288	133858	301	546.84210205078125	829.73681640625
15765	be26	0	1	289	134458	367	358.80682373046875	801.45452880859375
15766	be26	0	1	290	134842	634	371.72958374023438	848.26800537109375
15767	be26	0	1	291	135726	350	420.96591186523438	838.68182373046875
15768	be26	0	1	292	136126	283	494.375	837
15769	be26	0	1	293	136426	250	610.703125	839.1875
15770	be26	0	1	294	136693	150	-200	0
15771	be26	0	1	295	137010	166	504.77273559570312	828.3636474609375
15772	be26	0	1	296	137226	484	421.79165649414062	824.566650390625
15773	be26	0	1	297	137793	284	475.76388549804688	829.27777099609375
15774	be26	0	1	298	138094	150	450.75	826
15775	be26	0	1	299	138510	350	529.375	836.09088134765625
15776	be26	0	1	300	139061	250	666.171875	847.0625
15777	be26	0	1	301	139361	633	590.80126953125	841
15778	be26	0	1	302	140044	367	674.34783935546875	843.7825927734375
15779	be26	0	1	303	140928	550	648.75	202.67646789550781
15780	be26	0	1	304	141495	300	694.868408203125	197.47367858886719
15781	be26	0	1	305	141845	483	769.41668701171875	193.63333129882813
15782	be26	0	1	306	142345	334	814.16668701171875	199.42857360839844
15783	be26	0	1	307	142695	167	850.79547119140625	196
15784	be26	0	1	308	142879	433	886.66668701171875	207.85185241699219
15785	be26	0	1	309	143329	200	934.51922607421875	208.61538696289063
15786	be26	0	1	310	143696	350	665.90911865234375	838.5
15787	be26	0	1	311	144063	166	714.772705078125	852.45452880859375
15788	be26	0	1	312	144263	150	-200	0
15789	be26	0	1	313	144463	200	614.423095703125	849.3846435546875
15790	be26	0	1	314	144680	366	561.84783935546875	849.7825927734375
15791	be26	0	1	315	145063	150	532.75	872.29998779296875
15792	be26	0	1	316	145230	834	454.56561279296875	869.75653076171875
15793	be26	0	1	317	146080	350	422.95455932617188	842.04547119140625
15794	be26	0	1	318	146447	350	499.43182373046875	869.90911865234375
15795	be26	0	1	319	146814	200	536.5384521484375	872.15386962890625
15796	be26	0	1	320	147047	684	473.21429443359375	843.9285888671875
15797	be26	0	1	321	148064	367	424.83694458007812	835.2608642578125
15798	be26	0	1	322	148448	150	471.75	838.5
15799	be26	0	1	323	148615	483	501.29165649414062	867.73333740234375
15800	be26	0	1	324	149115	517	448.5546875	835.875
15801	be26	0	1	325	149682	183	509.89584350585938	862.08331298828125
15802	be26	0	1	326	155201	217	407.41070556640625	768.78570556640625
15803	be26	0	1	327	155434	150	546	901.0999755859375
15804	be26	0	1	328	155634	250	631.25	900.875
15805	be26	0	1	329	156051	467	519.74139404296875	822.586181640625
15806	be26	0	1	330	156551	334	452.0238037109375	810.5238037109375
15807	be26	0	1	331	157418	167	649.31817626953125	211
15808	be26	0	1	332	157769	266	498.9705810546875	441.23529052734375
15809	be26	0	1	333	158085	367	549.13043212890625	540.7391357421875
15810	be26	0	1	334	158469	167	517.15911865234375	558
15811	be26	0	1	335	158652	317	691.8125	542.0999755859375
15812	be26	0	1	336	159136	300	579.01318359375	613.368408203125
15813	be26	0	1	337	159486	350	535.7386474609375	541.1363525390625
15814	be26	0	1	338	159920	283	496.45834350585938	469.22222900390625
15815	be26	0	1	339	160220	217	531.60711669921875	479.92855834960938
15816	be26	0	1	340	160470	250	735.9375	340.875
15817	be26	0	1	341	160770	150	630.125	318.70001220703125
15818	be26	0	1	342	160953	150	662.25	154.19999694824219
15819	be26	0	1	343	161303	251	527.5	533.6875
15820	be26	0	1	344	161570	334	494.76190185546875	524.4285888671875
15821	be26	0	1	345	161937	167	500.56817626953125	560.18182373046875
15822	be26	0	1	346	162137	250	541.171875	596.75
15823	be26	0	1	347	162604	667	511.06707763671875	533.53656005859375
15824	be26	0	1	348	163438	283	524.16668701171875	500.66665649414062
15825	be26	0	1	349	163738	584	665.20831298828125	509.66665649414062
15826	be26	0	1	350	164338	384	506.30209350585938	476.125
15827	be26	0	1	351	165005	217	521.78570556640625	438.42855834960938
15828	be26	0	1	352	165272	334	168.80952453613281	345.85714721679688
15829	be26	0	1	353	165822	367	513.64129638671875	515.86956787109375
