height,kind,name,program,width,x,y
36.0,line,line 1,rectangle,242.0,327.0,90.0
36.0,sub-line,line 1 part 1,rectangle,57.0,335.0,90.0
36.0,sub-line,line 1 part 2,rectangle,50.0,396.0,90.0
36.0,sub-line,line 1 part 3,rectangle,97.0,451.0,90.0
36.0,sub-line,line 1 part 4,rectangle,10.0,552.0,90.0
36.0,line,line 2,rectangle,269.0,381.0,127.0
36.0,sub-line,line 2 part 1,rectangle,65.0,389.0,127.0
36.0,sub-line,line 2 part 2,rectangle,24.0,459.0,127.0
36.0,sub-line,line 2 part 3,rectangle,21.0,487.0,127.0
36.0,sub-line,line 2 part 4,rectangle,5.0,517.0,127.0
36.0,sub-line,line 2 part 5,rectangle,20.0,528.0,127.0
36.0,sub-line,line 2 part 6,rectangle,5.0,557.0,127.0
36.0,sub-line,line 2 part 7,rectangle,24.0,568.0,127.0
36.0,sub-line,line 2 part 8,rectangle,6.0,597.0,127.0
36.0,sub-line,line 2 part 9,rectangle,24.0,608.0,127.0
36.0,sub-line,line 2 part 10,rectangle,5.0,638.0,127.0
36.0,line,line 4,rectangle,477.0,381.0,200.0
36.0,sub-line,line 4 part 1,rectangle,57.0,389.0,200.0
36.0,sub-line,line 4 part 2,rectangle,97.0,451.0,200.0
36.0,sub-line,line 4 part 3,rectangle,8.0,553.0,200.0
36.0,sub-line,line 4 part 4,rectangle,24.0,566.0,200.0
36.0,sub-line,line 4 part 5,rectangle,21.0,594.0,200.0
36.0,sub-line,line 4 part 6,rectangle,5.0,624.0,200.0
36.0,sub-line,line 4 part 7,rectangle,24.0,635.0,200.0
36.0,sub-line,line 4 part 8,rectangle,21.0,663.0,200.0
36.0,sub-line,line 4 part 9,rectangle,6.0,692.0,200.0
36.0,sub-line,line 4 part 10,rectangle,24.0,704.0,200.0
36.0,sub-line,line 4 part 11,rectangle,23.0,732.0,200.0
36.0,sub-line,line 4 part 12,rectangle,6.0,761.0,200.0
36.0,sub-line,line 4 part 13,rectangle,25.0,772.0,200.0
36.0,sub-line,line 4 part 14,rectangle,24.0,800.0,200.0
36.0,sub-line,line 4 part 15,rectangle,8.0,830.0,200.0
36.0,sub-line,line 4 part 16,rectangle,9.0,842.0,200.0
35.0,line,line 5,rectangle,137.0,434.0,237.0
35.0,sub-line,line 5 part 1,rectangle,61.0,442.0,237.0
35.0,sub-line,line 5 part 2,rectangle,13.0,511.0,237.0
35.0,sub-line,line 5 part 3,rectangle,21.0,529.0,237.0
35.0,sub-line,line 5 part 4,rectangle,6.0,558.0,237.0
36.0,line,line 6,rectangle,137.0,434.0,274.0
36.0,sub-line,line 6 part 1,rectangle,61.0,442.0,274.0
36.0,sub-line,line 6 part 2,rectangle,13.0,511.0,274.0
36.0,sub-line,line 6 part 3,rectangle,21.0,529.0,274.0
36.0,sub-line,line 6 part 4,rectangle,6.0,558.0,274.0
35.0,line,line 7,rectangle,137.0,434.0,311.0
35.0,sub-line,line 7 part 1,rectangle,64.0,442.0,311.0
35.0,sub-line,line 7 part 2,rectangle,13.0,511.0,311.0
35.0,sub-line,line 7 part 3,rectangle,24.0,529.0,311.0
35.0,sub-line,line 7 part 4,rectangle,6.0,558.0,311.0
36.0,line,line 8,rectangle,137.0,434.0,348.0
36.0,sub-line,line 8 part 1,rectangle,64.0,442.0,348.0
36.0,sub-line,line 8 part 2,rectangle,13.0,511.0,348.0
36.0,sub-line,line 8 part 3,rectangle,24.0,529.0,348.0
36.0,sub-line,line 8 part 4,rectangle,6.0,558.0,348.0
36.0,line,line 9,rectangle,24.0,380.0,385.0
36.0,sub-line,line 9 part 1,rectangle,9.0,388.0,385.0
36.0,line,line 11,rectangle,430.0,381.0,459.0
36.0,sub-line,line 11 part 1,rectangle,57.0,389.0,459.0
36.0,sub-line,line 11 part 2,rectangle,24.0,451.0,459.0
36.0,sub-line,line 11 part 3,rectangle,50.0,479.0,459.0
36.0,sub-line,line 11 part 4,rectangle,8.0,535.0,459.0
36.0,sub-line,line 11 part 5,rectangle,8.0,548.0,459.0
36.0,sub-line,line 11 part 6,rectangle,10.0,560.0,459.0
36.0,sub-line,line 11 part 7,rectangle,56.0,574.0,459.0
36.0,sub-line,line 11 part 8,rectangle,63.0,635.0,459.0
36.0,sub-line,line 11 part 9,rectangle,9.0,703.0,459.0
36.0,sub-line,line 11 part 10,rectangle,61.0,715.0,459.0
36.0,sub-line,line 11 part 11,rectangle,5.0,785.0,459.0
36.0,sub-line,line 11 part 12,rectangle,9.0,795.0,459.0
36.0,line,line 13,rectangle,439.0,381.0,533.0
36.0,sub-line,line 13 part 1,rectangle,57.0,389.0,533.0
36.0,sub-line,line 13 part 2,rectangle,24.0,451.0,533.0
36.0,sub-line,line 13 part 3,rectangle,60.0,479.0,533.0
36.0,sub-line,line 13 part 4,rectangle,8.0,543.0,533.0
36.0,sub-line,line 13 part 5,rectangle,8.0,557.0,533.0
36.0,sub-line,line 13 part 6,rectangle,9.0,569.0,533.0
36.0,sub-line,line 13 part 7,rectangle,56.0,583.0,533.0
36.0,sub-line,line 13 part 8,rectangle,64.0,643.0,533.0
36.0,sub-line,line 13 part 9,rectangle,9.0,711.0,533.0
36.0,sub-line,line 13 part 10,rectangle,61.0,724.0,533.0
36.0,sub-line,line 13 part 11,rectangle,6.0,793.0,533.0
36.0,sub-line,line 13 part 12,rectangle,9.0,804.0,533.0
36.0,line,line 15,rectangle,581.0,381.0,606.0
36.0,sub-line,line 15 part 1,rectangle,57.0,389.0,606.0
36.0,sub-line,line 15 part 2,rectangle,66.0,450.0,606.0
36.0,sub-line,line 15 part 3,rectangle,44.0,520.0,606.0
36.0,sub-line,line 15 part 4,rectangle,8.0,569.0,606.0
36.0,sub-line,line 15 part 5,rectangle,8.0,583.0,606.0
36.0,sub-line,line 15 part 6,rectangle,9.0,595.0,606.0
36.0,sub-line,line 15 part 7,rectangle,56.0,609.0,606.0
36.0,sub-line,line 15 part 8,rectangle,91.0,669.0,606.0
36.0,sub-line,line 15 part 9,rectangle,8.0,765.0,606.0
36.0,sub-line,line 15 part 10,rectangle,8.0,779.0,606.0
36.0,sub-line,line 15 part 11,rectangle,10.0,791.0,606.0
36.0,sub-line,line 15 part 12,rectangle,100.0,805.0,606.0
36.0,sub-line,line 15 part 13,rectangle,8.0,909.0,606.0
36.0,sub-line,line 15 part 14,rectangle,8.0,922.0,606.0
36.0,sub-line,line 15 part 15,rectangle,5.0,936.0,606.0
36.0,sub-line,line 15 part 16,rectangle,9.0,946.0,606.0
